customer_id,full_name,age,monthly_income,employment_years,credit_score,debt_to_income,region,customer_segment,risk_segment
307,Blanca Anaya,69,191.08,44,672,0.27,Guanajuato,Economic,Medium Risk
308,Santiago Cardenas,31,49.36,1,532,0.5,Nuevo León,Economic,High Risk
309,Humberto Ortiz,27,221.17,0,531,0.4,Nayarit,Economic,High Risk
310,Dra. Wendolin Olivárez,33,341.08,6,598,0.12,Veracruz de Ignacio de la Llave,Economic,High Risk
311,Manuel Adalberto Verduzco,42,230.2,9,675,0.47,Yucatán,Economic,Medium Risk
312,Enrique Ramiro Zúñiga,43,372.53,12,675,0.54,Zacatecas,Economic,Medium Risk
313,Eduardo Ramón Farías,25,347.28,4,583,0.37,Colima,Economic,High Risk
314,Elias Galván,28,353.53,2,596,0.49,Yucatán,Economic,High Risk
315,Dulce María Venegas,40,277.64,4,551,0.27,Aguascalientes,Economic,High Risk
316,Dr. Mateo Núñez,41,86.5,15,656,0.16,Sinaloa,Economic,Medium Risk
317,Norma Ruby Quiñónez,41,204.08,9,668,0.48,México,Economic,Medium Risk
318,Ing. Rosalia Cortés,39,98.01,2,676,0.13,Aguascalientes,Economic,Medium Risk
319,Wilfrido Malave,30,171.12,1,582,0.58,Sinaloa,Economic,High Risk
320,Verónica Mercedes Tello Casárez,23,278.09,0,597,0.17,Baja California,Economic,High Risk
321,Sr. Modesto Godoy,48,206.77,18,656,0.19,Michoacán de Ocampo,Economic,Medium Risk
322,Salma Villagómez,24,692.17,4,518,0.44,Oaxaca,Economic,High Risk
323,Felipe Santiago Ortiz Juárez,60,160.41,32,544,0.59,Yucatán,Economic,High Risk
324,Pablo Diego Márquez Mena,65,116.88,3,646,0.2,Morelos,Economic,High Risk
325,Lic. Abelardo Urrutia,46,165.88,20,617,0.35,Quintana Roo,Economic,High Risk
326,Araceli Alejandra Viera Moya,54,222.74,19,551,0.38,Oaxaca,Economic,High Risk
327,Lic. Rebeca Arguello,41,481.57,13,507,0.47,Sonora,Economic,High Risk
328,Tomás Rubio Merino,22,163.77,0,657,0.27,Puebla,Economic,Medium Risk
329,Salma Baca Tirado,62,145.41,16,658,0.19,Nuevo León,Economic,Medium Risk
330,Perla Elvia Lira,38,109.22,10,649,0.23,Oaxaca,Economic,High Risk
331,Gabriela Alejandra Pineda Borrego,45,171.8,26,583,0.35,Aguascalientes,Economic,High Risk
332,Aldo Guillermo del Valle,32,274.0,3,600,0.51,Guerrero,Economic,High Risk
333,Leonel Uribe,26,145.59,1,619,0.11,Tabasco,Economic,High Risk
334,Lic. Elena Loya,34,228.44,7,667,0.51,Durango,Economic,Medium Risk
335,Gilberto Bruno Flores,56,243.68,13,543,0.56,Quintana Roo,Economic,High Risk
336,Vanesa Pedraza,42,492.93,12,616,0.49,Querétaro,Economic,High Risk
337,María del Carmen Teresa Castellanos,44,399.51,21,643,0.27,Distrito Federal,Economic,High Risk
338,Humberto Castellanos,40,537.4,13,562,0.48,Chiapas,Economic,High Risk
339,María Fernández,69,154.48,46,588,0.59,Zacatecas,Economic,High Risk
340,Jaime Pascual Trujillo Zayas,65,542.49,19,520,0.22,Chihuahua,Economic,High Risk
341,Barbara de la Fuente de la Crúz,37,190.82,6,550,0.21,Coahuila de Zaragoza,Economic,High Risk
342,Delia Ledesma,41,96.44,6,643,0.41,Nuevo León,Economic,High Risk
343,Sr. Alejandro Serrato,27,143.66,1,593,0.44,Baja California Sur,Economic,High Risk
344,Enrique Galindo Rodríquez,24,678.42,0,566,0.35,Chihuahua,Economic,High Risk
345,Héctor Rodolfo Tirado Mendoza,49,521.48,17,533,0.11,Campeche,Economic,High Risk
346,Lic. Amelia Meléndez,35,354.95,1,653,0.51,Jalisco,Economic,Medium Risk
347,Sr. Bernabé Puga,34,269.17,7,680,0.3,Distrito Federal,Economic,Medium Risk
348,Ing. Ariadna Caballero,56,427.51,12,671,0.21,Guanajuato,Economic,Medium Risk
349,Lic. Soledad Arias,37,305.12,6,521,0.13,Oaxaca,Economic,High Risk
350,Elsa Vallejo,61,100.13,38,593,0.52,Baja California,Economic,High Risk
351,Lic. Esperanza de la Garza,31,250.67,2,516,0.27,Baja California Sur,Economic,High Risk
352,Elena Guadalupe Angulo,26,198.39,3,586,0.38,México,Economic,High Risk
353,Fernando Cordero Abreu,70,368.29,14,627,0.11,Morelos,Economic,High Risk
354,Karla Ríos Monroy,66,176.1,1,583,0.42,Baja California Sur,Economic,High Risk
355,Itzel Lucía Madrigal,35,331.61,5,651,0.46,Chihuahua,Economic,Medium Risk
356,Dra. Ilse Solorzano,43,288.98,20,617,0.49,Coahuila de Zaragoza,Economic,High Risk
357,Tomás Omar Adame Jaimes,21,288.47,0,545,0.32,Morelos,Economic,High Risk
358,Marcos Anguiano,33,155.34,9,631,0.45,Yucatán,Economic,High Risk
359,Elias Horacio Corrales,32,304.07,9,520,0.56,Nayarit,Economic,High Risk
360,Cornelio Orosco Galván,34,297.56,4,590,0.49,Veracruz de Ignacio de la Llave,Economic,High Risk
361,Vicente Bernardo Cepeda,49,213.76,18,676,0.52,Querétaro,Economic,Medium Risk
362,Martín Valenzuela Avilés,21,105.27,3,633,0.39,Yucatán,Economic,High Risk
363,Cristobal Lucio,61,246.51,30,563,0.21,Guanajuato,Economic,High Risk
364,Jaime Padilla,37,132.97,1,670,0.12,Colima,Economic,Medium Risk
365,Sra. Esther Corral,66,134.43,2,590,0.31,Chiapas,Economic,High Risk
366,Teresa Delgado,27,161.76,0,673,0.37,San Luis Potosí,Economic,Medium Risk
367,Ing. Juana Llamas,28,97.41,5,664,0.16,Baja California,Economic,Medium Risk
368,Leonor Esther Flores,29,166.54,2,509,0.19,Colima,Economic,High Risk
369,Isaac Munguía Mora,32,334.26,1,645,0.12,Sonora,Economic,High Risk
370,Israel Moya,62,,23,622,0.47,Guanajuato,Economic,High Risk
371,Carla Madrigal Lemus,39,122.22,18,552,0.11,Tamaulipas,Economic,High Risk
372,Judith Amelia Cornejo Tórrez,64,220.28,13,677,0.3,Morelos,Economic,Medium Risk
373,Mercedes Marcela Carrera,70,285.87,4,677,0.33,Tabasco,Economic,Medium Risk
374,Itzel Nájera Carrero,44,121.69,8,591,0.31,Baja California,Economic,High Risk
375,Marisela Peralta,60,263.78,22,620,0.45,Tabasco,Economic,High Risk
376,Ing. Emilio Gamez,69,229.76,36,564,0.38,Michoacán de Ocampo,Economic,High Risk
377,Abraham Felipe Barela Sisneros,29,531.91,5,517,0.54,Hidalgo,Economic,High Risk
378,Susana Inés Zavala,41,500.09,6,633,0.3,Querétaro,Economic,High Risk
379,Marisol de Anda Escobar,69,368.41,18,586,0.3,Baja California,Economic,High Risk
380,Gabino Isaac Orellana,65,255.95,13,566,0.11,Baja California,Economic,High Risk
381,Dr. Cristobal Feliciano,28,355.85,0,564,0.44,Puebla,Economic,High Risk
382,Eugenia Merino,56,239.2,24,660,0.54,Quintana Roo,Economic,Medium Risk
383,Emilio Nazario Zedillo,43,189.76,3,606,0.15,Yucatán,Economic,High Risk
384,Zoé Lebrón,67,160.63,7,615,0.54,San Luis Potosí,Economic,High Risk
385,María del Carmen Berríos,51,180.92,20,647,0.48,Yucatán,Economic,High Risk
386,Federico Víctor Tapia Orellana,26,269.72,1,543,0.46,Morelos,Economic,High Risk
387,Esther Karina Benítez Alvarez,26,170.67,5,595,0.55,Chihuahua,Economic,High Risk
388,Beatriz Mayorga,70,501.08,41,538,0.39,México,Economic,High Risk
389,Débora Rincón Nava,59,173.05,25,603,0.2,Oaxaca,Economic,High Risk
390,Olga Hernandes Quiroz,64,282.8,39,679,0.36,Baja California,Economic,Medium Risk
391,María Eugenia Abril Quintero Sandoval,23,117.29,3,581,0.52,Querétaro,Economic,High Risk
392,Angélica Rosalia Camarillo de la Rosa,52,301.96,5,645,0.22,Querétaro,Economic,High Risk
393,Ofelia Celia Carrero Ferrer,37,276.82,3,502,0.36,Baja California Sur,Economic,High Risk
394,Rufino Villagómez,36,204.5,1,523,0.32,Yucatán,Economic,High Risk
395,Ing. Héctor Juárez,66,108.64,42,511,0.3,Coahuila de Zaragoza,Economic,High Risk
396,Sr. Gerónimo de la O,51,112.07,3,614,0.57,Tamaulipas,Economic,High Risk
397,María Rivera,70,276.57,38,651,0.33,Tamaulipas,Economic,Medium Risk
398,Víctor Gregorio Garay de la Crúz,29,262.83,2,506,0.5,Nuevo León,Economic,High Risk
399,Karina Marisol Cardenas,56,328.41,27,578,0.41,Quintana Roo,Economic,High Risk
400,Sra. Sessa Holguín,63,149.53,22,507,0.59,Morelos,Economic,High Risk
401,Jacinto Muñiz,64,157.73,30,604,0.18,San Luis Potosí,Economic,High Risk
402,Ing. Bianca Garica,24,380.85,0,567,0.56,Chihuahua,Economic,High Risk
403,Dulce Carolina Véliz Tafoya,31,337.24,3,504,0.53,Campeche,Economic,High Risk
404,Conchita Mejía,60,346.99,4,595,0.26,Querétaro,Economic,High Risk
405,Gerardo René Guerra Zayas,61,200.82,1,558,0.57,Baja California Sur,Economic,High Risk
406,Iván Villarreal Rosado,39,271.77,14,501,0.15,Sonora,Economic,High Risk
407,Lucía Aldonza Rodarte,60,167.05,33,590,0.52,Tlaxcala,Economic,High Risk
408,Fernando Sosa,63,388.64,23,527,0.1,Oaxaca,Economic,High Risk
409,Reina Ana María Perales Benavides,35,83.37,3,655,0.21,Zacatecas,Economic,Medium Risk
410,Dulce María Valles,29,341.87,3,652,0.55,Morelos,Economic,Medium Risk
411,Rufino Pulido Longoria,25,136.86,4,609,0.32,Zacatecas,Economic,High Risk
412,Dra. Carolina Tamez,53,160.88,19,634,0.52,Nayarit,Economic,High Risk
413,Abigail Micaela Noriega,39,178.0,1,514,0.46,Oaxaca,Economic,High Risk
414,Guillermina Leonor Lovato Rael,35,102.1,9,512,0.28,Nayarit,Economic,High Risk
415,Dalia Mitzy Ceja,42,214.88,17,671,0.49,Nayarit,Economic,Medium Risk
416,Asunción Elvira de la Torre Cruz,61,386.11,22,596,0.35,Chiapas,Economic,High Risk
417,Hugo Chávez Patiño,62,207.91,18,547,0.21,Michoacán de Ocampo,Economic,High Risk
418,Miguel Ángel Chávez Espinosa,23,172.11,0,504,0.32,Coahuila de Zaragoza,Economic,High Risk
419,Sra. Nelly Angulo,31,273.21,1,510,0.56,Quintana Roo,Economic,High Risk
420,Alejandro Hernán Frías Brito,38,122.27,10,529,0.25,Aguascalientes,Economic,High Risk
421,Ángel Lugo,70,229.9,33,593,0.35,Distrito Federal,Economic,High Risk
422,Abraham Orellana,70,676.96,14,676,0.33,Colima,Economic,Medium Risk
423,Rocío Dulce Sáenz,56,194.26,27,533,0.12,Colima,Economic,High Risk
424,Wendolin Dolores Gutiérrez Salas,34,507.15,7,619,0.33,Morelos,Economic,High Risk
425,Aldonza Lovato Montenegro,34,,7,617,0.42,Puebla,Economic,High Risk
426,Mateo Gálvez Sepúlveda,51,,1,614,0.34,Morelos,Economic,High Risk
427,Sr. Mauro Fajardo,49,173.99,5,553,0.43,Nayarit,Economic,High Risk
428,Emilio Matías,28,163.78,5,642,0.53,Oaxaca,Economic,High Risk
429,Ing. Alonso Navarro,54,210.95,15,680,0.47,Chiapas,Economic,Medium Risk
430,Modesto Camilo Quiñónez Mesa,23,208.54,0,550,0.21,Sonora,Economic,High Risk
431,Andrés Isaac Escobar,59,128.62,35,506,0.12,Hidalgo,Economic,High Risk
432,Octavio Fernando Guevara Menchaca,42,146.67,17,522,0.5,Baja California Sur,Economic,High Risk
433,Rosario Rico Estrada,60,146.73,21,615,0.53,Hidalgo,Economic,High Risk
434,Pamela Marisol Peres,28,291.21,2,665,0.14,México,Economic,Medium Risk
435,Lic. Alicia Cervantes,32,159.94,0,653,0.5,Puebla,Economic,Medium Risk
436,Ignacio Robles Villegas,70,185.11,20,627,0.12,Distrito Federal,Economic,High Risk
437,Ing. Carolina Delgado,43,,17,639,0.39,Hidalgo,Economic,High Risk
438,Leticia Prado,26,196.11,1,578,0.57,Sinaloa,Economic,High Risk
439,María Elena Indira Márquez,50,244.08,27,588,0.5,Quintana Roo,Economic,High Risk
440,Noemí Carmen de la O,61,,30,651,0.15,Distrito Federal,Economic,Medium Risk
441,Irma Adriana Cabán Santana,43,242.72,12,512,0.45,Colima,Economic,High Risk
442,Natividad Hilda Arriaga,31,412.99,6,577,0.14,Baja California Sur,Economic,High Risk
443,Diego Vicente Manzanares,51,290.16,28,587,0.6,Guerrero,Economic,High Risk
444,Víctor Acuña,48,213.63,23,504,0.45,Nayarit,Economic,High Risk
445,Srita. María Elena Collazo,63,125.27,18,505,0.59,Aguascalientes,Economic,High Risk
446,Catalina Padilla,21,347.76,1,633,0.41,Baja California Sur,Economic,High Risk
447,Irma Farías,21,196.92,0,649,0.28,Nuevo León,Economic,High Risk
448,Anabel Tapia,39,183.56,7,680,0.11,Puebla,Economic,Medium Risk
449,Daniela Mondragón,65,307.7,9,586,0.41,San Luis Potosí,Economic,High Risk
450,Vicente Nieto,46,169.66,12,518,0.4,Chiapas,Economic,High Risk
451,Ernesto Vicente Vásquez,65,224.25,29,663,0.34,Chihuahua,Economic,Medium Risk
452,Norma Rosalia Mejía,57,285.9,28,659,0.49,Tamaulipas,Economic,Medium Risk
453,Flavio Alejandro,69,139.57,10,584,0.43,Quintana Roo,Economic,High Risk
454,Marcela Ruelas Holguín,27,88.98,3,680,0.15,Baja California,Economic,Medium Risk
455,Abel Germán Mesa Henríquez,61,378.2,35,590,0.16,Nuevo León,Economic,High Risk
456,Verónica Rosales,24,,1,521,0.51,Aguascalientes,Economic,High Risk
457,Srita. Carmen Ordóñez,50,273.69,21,598,0.27,Yucatán,Economic,High Risk
458,Alma Ilse Santacruz,25,314.95,3,659,0.36,Baja California Sur,Economic,Medium Risk
459,Barbara Garica Colunga,49,218.84,9,512,0.46,México,Economic,High Risk
460,Adalberto Ricardo Arreola,68,113.08,8,509,0.44,Yucatán,Economic,High Risk
461,Guillermo Báez Franco,52,201.97,31,570,0.18,Querétaro,Economic,High Risk
462,Sr. Roberto Vanegas,61,138.11,7,577,0.5,Guanajuato,Economic,High Risk
463,Sra. Abigail Aguilar,63,200.71,16,601,0.27,Morelos,Economic,High Risk
464,Mariana Emilia Loya,22,298.64,0,654,0.52,Colima,Economic,Medium Risk
465,René Patiño Sosa,44,281.37,18,513,0.18,Hidalgo,Economic,High Risk
466,Angélica Gastélum Peres,49,463.0,17,502,0.25,Michoacán de Ocampo,Economic,High Risk
467,Roberto Tafoya Cepeda,48,434.86,20,540,0.57,Guerrero,Economic,High Risk
468,María Luisa Aurora Mora,70,265.91,8,624,0.15,Nayarit,Economic,High Risk
469,Alfonso Elias Alonzo,27,196.6,2,679,0.57,Oaxaca,Economic,Medium Risk
470,Sra. Fabiola Urrutia,36,159.7,17,557,0.26,Sonora,Economic,High Risk
471,Ing. Carolina Zarate,40,230.16,11,528,0.23,Michoacán de Ocampo,Economic,High Risk
472,Mariano Mauro Villareal,54,138.28,1,550,0.12,Durango,Economic,High Risk
473,Pilar Cristina Hinojosa Figueroa,53,118.0,3,615,0.57,Hidalgo,Economic,High Risk
474,Indira Estefanía Fajardo,24,144.62,0,563,0.58,San Luis Potosí,Economic,High Risk
475,Bruno Jacobo Díaz,49,309.84,25,626,0.21,Quintana Roo,Economic,High Risk
476,Ing. Ariadna Navarrete,63,242.48,26,578,0.41,Sinaloa,Economic,High Risk
477,Clara Toledo,50,293.87,24,505,0.16,Guerrero,Economic,High Risk
478,Noelia Minerva Rico,35,195.36,10,544,0.26,Jalisco,Economic,High Risk
479,Zoé Saiz Velásquez,31,383.12,8,624,0.5,Jalisco,Economic,High Risk
480,Arcelia Olga Saucedo Armas,27,295.77,4,504,0.47,Sinaloa,Economic,High Risk
481,Miguel Ángel Pabón Valenzuela,59,306.97,17,595,0.18,Chihuahua,Economic,High Risk
482,Srita. Rosario Merino,67,401.41,37,629,0.54,Querétaro,Economic,High Risk
483,Trinidad María Abrego Montañez,34,277.28,1,530,0.55,Tlaxcala,Economic,High Risk
484,Alberto Ramiro Molina,55,221.86,24,653,0.53,Morelos,Economic,Medium Risk
485,Leonardo Palomo,57,110.25,31,669,0.13,Nuevo León,Economic,Medium Risk
486,Pascual Muñoz Vaca,69,153.86,46,679,0.26,Jalisco,Economic,Medium Risk
487,Juan Carlos Alcántar Soto,31,234.34,6,578,0.55,Quintana Roo,Economic,High Risk
488,Alejandro Alcántar Mascareñas,56,228.9,14,678,0.28,Oaxaca,Economic,Medium Risk
489,Gloria Abril Gurule Toro,66,96.97,24,620,0.43,Michoacán de Ocampo,Economic,High Risk
490,Silvia Salas Briones,64,323.9,32,595,0.11,Morelos,Economic,High Risk
491,Ricardo Juan Gamez Gálvez,53,393.51,21,536,0.2,Nuevo León,Economic,High Risk
492,Rocío Valverde Rivas,64,271.56,7,613,0.42,Sinaloa,Economic,High Risk
493,Ing. Gabino Fajardo,49,330.27,23,565,0.58,Oaxaca,Economic,High Risk
494,Rafaél Báez Trujillo,49,382.19,0,591,0.17,Distrito Federal,Economic,High Risk
495,Marisol Merino,37,272.87,0,658,0.27,Baja California,Economic,Medium Risk
496,Norma Nayeli Villarreal Cruz,57,83.99,4,670,0.43,Campeche,Economic,Medium Risk
497,Vicente Covarrubias,60,110.68,23,629,0.52,Quintana Roo,Economic,High Risk
498,Sr. Carlos Arredondo,31,398.14,8,555,0.57,Baja California Sur,Economic,High Risk
499,Juan Carlos Samaniego,59,393.67,30,570,0.51,Guerrero,Economic,High Risk
500,Daniel Federico Medrano,23,448.06,0,619,0.31,Baja California Sur,Economic,High Risk
501,Hernán Espartaco Jimínez,34,318.93,7,554,0.11,Coahuila de Zaragoza,Economic,High Risk
502,Jaime Fernando Peña,33,150.71,7,589,0.13,Oaxaca,Economic,High Risk
503,Ing. Luis Candelaria,30,205.38,0,537,0.52,Sinaloa,Economic,High Risk
504,Gabriela Tejeda,26,360.68,4,639,0.53,Chiapas,Economic,High Risk
505,Cristina Berríos Contreras,25,238.1,1,677,0.44,Quintana Roo,Economic,Medium Risk
506,Rafaél Villaseñor,62,199.15,13,572,0.26,Querétaro,Economic,High Risk
507,Eduardo Ponce,29,160.76,5,546,0.58,Hidalgo,Economic,High Risk
508,Homero Gonzalo Arias,40,,9,526,0.22,Aguascalientes,Economic,High Risk
509,Jaqueline María José Tirado,62,178.99,15,501,0.43,Distrito Federal,Economic,High Risk
510,Yolanda Castañeda Aponte,58,292.65,9,657,0.55,Nayarit,Economic,Medium Risk
511,Arturo Almaraz Alfaro,51,122.76,14,512,0.44,Michoacán de Ocampo,Economic,High Risk
512,Arturo Treviño Pelayo,67,90.78,42,580,0.2,Aguascalientes,Economic,High Risk
513,Sara Julia Bermúdez Jaramillo,60,183.74,33,632,0.41,Coahuila de Zaragoza,Economic,High Risk
514,Estela Ana María Olivas Mejía,62,210.41,38,510,0.12,Zacatecas,Economic,High Risk
515,Lic. Ramiro Mora,49,140.72,6,633,0.29,Chiapas,Economic,High Risk
516,Victoria María Cristina Quiñónez Arteaga,38,171.23,13,547,0.29,Zacatecas,Economic,High Risk
517,Andrés Vergara,62,266.62,37,596,0.53,México,Economic,High Risk
518,Esparta Berta Pedroza,32,325.11,1,500,0.42,Puebla,Economic,High Risk
519,Ing. Leonardo Padrón,59,186.16,36,566,0.36,Baja California Sur,Economic,High Risk
520,Sr. Samuel Cepeda,54,276.9,14,540,0.53,Quintana Roo,Economic,High Risk
521,Martha Luisa Soria,59,525.96,3,598,0.27,Campeche,Economic,High Risk
522,Lic. Margarita Arevalo,33,167.12,12,517,0.23,San Luis Potosí,Economic,High Risk
523,René José María Valles,47,187.45,3,563,0.17,Zacatecas,Economic,High Risk
524,Alma Romo,34,223.02,1,634,0.25,Hidalgo,Economic,High Risk
525,María Elena Rico Cornejo,29,280.34,2,532,0.29,Tamaulipas,Economic,High Risk
526,Martha María Luisa Jiménez,49,198.67,3,630,0.33,México,Economic,High Risk
527,Claudio Fidel Chapa,31,171.03,11,533,0.47,San Luis Potosí,Economic,High Risk
528,Miguel Ángel Téllez,62,433.21,6,626,0.13,Tabasco,Economic,High Risk
529,Alfonso Martín Cervantes Salas,51,180.78,4,600,0.25,Puebla,Economic,High Risk
530,Srita. Amelia Velasco,28,128.09,1,575,0.27,Guerrero,Economic,High Risk
531,Andrea Rebeca Berríos Bonilla,69,,2,677,0.47,San Luis Potosí,Economic,Medium Risk
532,Raquel Mesa Mojica,33,536.36,8,642,0.39,Querétaro,Economic,High Risk
533,Juan Ramón Alonzo Bonilla,32,571.01,3,599,0.55,México,Economic,High Risk
534,Amador Mauro Hernádez Reynoso,52,218.2,14,531,0.46,Coahuila de Zaragoza,Economic,High Risk
535,Mario Ojeda,28,88.44,10,680,0.57,Yucatán,Economic,Medium Risk
536,Berta Negrón,24,262.32,2,586,0.1,Hidalgo,Economic,High Risk
537,Elias Bernabé Nava,66,284.17,16,568,0.27,Nayarit,Economic,High Risk
538,Lic. Ana María Lugo,33,221.53,12,519,0.11,Baja California Sur,Economic,High Risk
539,Francisco Javier Montenegro,52,149.37,29,621,0.17,Sonora,Economic,High Risk
540,Marcos Ernesto Correa Valverde,48,,1,673,0.21,Campeche,Economic,Medium Risk
541,José María Guerra,46,140.7,23,603,0.51,Zacatecas,Economic,High Risk
542,Jorge Luis Eugenio Arce,33,,1,597,0.3,Nayarit,Economic,High Risk
543,Miguel Ángel José Luis Anguiano Alemán,30,173.16,1,536,0.12,Querétaro,Economic,High Risk
544,Graciela Juana Collazo Villa,37,137.77,8,645,0.24,Puebla,Economic,High Risk
545,Anabel Victoria Elizondo,40,172.63,14,650,0.48,Coahuila de Zaragoza,Economic,Medium Risk
546,Dr. Jacobo Acosta,63,531.39,42,638,0.54,Baja California,Economic,High Risk
547,Srita. Fabiola Mota,36,198.76,15,561,0.22,Guerrero,Economic,High Risk
548,Irma Villalobos,70,315.72,0,610,0.24,Guanajuato,Economic,High Risk
549,Óscar José María Guzmán Ríos,22,214.03,1,510,0.5,Sinaloa,Economic,High Risk
550,Timoteo Manuel Pulido Aragón,42,102.53,1,520,0.47,Guanajuato,Economic,High Risk
551,Emilio Enrique Montoya,23,147.06,3,527,0.11,Sonora,Economic,High Risk
552,Arcelia Lemus Jimínez,52,113.97,7,591,0.16,Aguascalientes,Economic,High Risk
553,Diana Noriega,44,275.47,15,508,0.34,Chiapas,Economic,High Risk
554,Lucas Macías,70,203.91,14,540,0.2,Coahuila de Zaragoza,Economic,High Risk
555,Eric Javier Prado Barragán,68,210.39,17,620,0.49,México,Economic,High Risk
556,Ruby Lucero Loera,25,168.88,3,591,0.59,Guanajuato,Economic,High Risk
557,Cristal Trinidad Maldonado,55,266.79,25,655,0.38,Chiapas,Economic,Medium Risk
558,Cynthia Ana Luisa Lugo,23,187.79,1,508,0.5,Campeche,Economic,High Risk
559,Estefanía Ortiz Campos,42,193.31,16,648,0.59,Quintana Roo,Economic,High Risk
560,Antonia Suárez Trujillo,68,111.03,45,662,0.28,Guanajuato,Economic,Medium Risk
561,Maximiliano Ibarra,33,235.23,10,549,0.47,Coahuila de Zaragoza,Economic,High Risk
562,Ing. Carla Naranjo,47,473.64,25,628,0.53,Baja California,Economic,High Risk
563,Elvira Parra,26,576.05,5,620,0.52,Guerrero,Economic,High Risk
564,Fabiola Barbara Perea,65,135.16,20,505,0.29,Chiapas,Economic,High Risk
565,Zacarías Cristobal Regalado,68,124.9,22,577,0.47,Nayarit,Economic,High Risk
566,Ing. Mercedes López,52,132.13,4,639,0.14,México,Economic,High Risk
567,María Cano,47,243.65,9,679,0.4,México,Economic,Medium Risk
568,Lic. Isaac Carrillo,64,88.31,7,610,0.4,Michoacán de Ocampo,Economic,High Risk
569,Lic. Mariano Otero,59,,27,615,0.1,Morelos,Economic,High Risk
570,María Elena Alonso Moya,31,543.65,6,528,0.2,Nayarit,Economic,High Risk
571,Karina Ivonne Tello,47,473.24,11,588,0.51,Quintana Roo,Economic,High Risk
572,Leticia Escamilla Pantoja,55,234.03,19,587,0.23,Durango,Economic,High Risk
573,Ing. Gabriel Irizarry,38,112.12,15,652,0.41,Sinaloa,Economic,Medium Risk
574,Ing. Silvia Rivera,69,123.8,31,628,0.33,Campeche,Economic,High Risk
